SRA_id,Condition,Replicate,Factor,Genome,Cell_type,Time_point
SRR5445239,uninduced,1,ascl2,mm10,mesc,0
SRR5445240,uninduced,2,ascl2,mm10,mesc,0
SRR5445241,uninduced,3,ascl2,mm10,mesc,0
SRR5445242,induced,1,ascl2,mm10,mesc,24
SRR5445243,induced,2,ascl2,mm10,mesc,24
SRR5445244,induced,3,ascl2,mm10,mesc,24
